"al_albumid","al_albumname","al_artistid","al_releasedate"
2984,"albumName2984",39,"2006-08-17"
2985,"albumName2985",3253,"2062-05-22"
2986,"albumName2986",3197,"2069-09-14"
2987,"albumName2987",1024,"1988-11-01"
2988,"albumName2988",4615,"1984-04-24"
2989,"albumName2989",1679,"2061-05-09"
2990,"albumName2990",4096,"2005-01-06"
2991,"albumName2991",1214,"1971-03-10"
2992,"albumName2992",4739,"2017-07-25"
2993,"albumName2993",3031,"2018-12-03"
2994,"albumName2994",3345,"2004-12-26"
2995,"albumName2995",2545,"2001-02-12"
2996,"albumName2996",940,"1990-01-25"
2997,"albumName2997",849,"2017-01-23"
2998,"albumName2998",3151,"1996-04-07"
2999,"albumName2999",104,"2009-12-09"
3000,"albumName3000",4226,"1998-07-08"
3001,"albumName3001",4187,"1971-03-22"
3002,"albumName3002",1398,"1986-11-04"
3003,"albumName3003",3069,"1988-07-18"
3004,"albumName3004",4186,"2010-10-05"
3005,"albumName3005",3083,"1986-11-27"
3006,"albumName3006",1971,"1981-04-16"
3007,"albumName3007",4562,"1981-03-12"
3008,"albumName3008",2809,"2065-02-15"
3009,"albumName3009",3847,"2061-10-21"
3010,"albumName3010",1845,"2069-05-14"
3011,"albumName3011",1729,"2058-02-18"
3012,"albumName3012",4846,"1974-06-28"
3013,"albumName3013",418,"1996-05-14"
3014,"albumName3014",2624,"1970-12-07"
3015,"albumName3015",1752,"2059-12-23"
3016,"albumName3016",573,"2064-10-12"
3017,"albumName3017",4830,"1980-01-13"
3018,"albumName3018",3435,"2017-05-01"
3019,"albumName3019",3738,"2059-09-12"
3020,"albumName3020",4036,"2023-07-17"
3021,"albumName3021",689,"1981-06-22"
3022,"albumName3022",3715,"1999-12-28"
3023,"albumName3023",4165,"2005-11-01"
3024,"albumName3024",4865,"1979-08-07"
3025,"albumName3025",185,"1997-09-04"
3026,"albumName3026",471,"2022-10-16"
3027,"albumName3027",791,"1989-09-02"
3028,"albumName3028",317,"2053-06-26"
3029,"albumName3029",2504,"1981-02-15"
3030,"albumName3030",2813,"2066-06-24"
3031,"albumName3031",3013,"2004-08-10"
3032,"albumName3032",899,"1991-12-27"
3033,"albumName3033",4589,"2068-07-13"
3034,"albumName3034",4423,"2019-11-18"
3035,"albumName3035",411,"2063-09-19"
3036,"albumName3036",4315,"2019-03-02"
3037,"albumName3037",3973,"2051-03-04"
3038,"albumName3038",3148,"2060-09-23"
3039,"albumName3039",438,"1991-03-04"
3040,"albumName3040",2281,"1981-08-01"
3041,"albumName3041",4047,"1983-05-09"
3042,"albumName3042",1000,"1993-11-21"
3043,"albumName3043",3722,"1986-12-03"
3044,"albumName3044",3414,"2008-02-27"
3045,"albumName3045",4124,"2058-02-26"
3046,"albumName3046",2211,"1973-04-01"
3047,"albumName3047",3402,"1983-02-19"
3048,"albumName3048",2481,"1989-02-11"
3049,"albumName3049",438,"2014-04-12"
3050,"albumName3050",2083,"2013-09-21"
3051,"albumName3051",2632,"2051-09-23"
3052,"albumName3052",1532,"1988-07-18"
3053,"albumName3053",2627,"2004-04-16"
3054,"albumName3054",4494,"2064-01-17"
3055,"albumName3055",3426,"1999-08-04"
3056,"albumName3056",321,"1997-04-28"
3057,"albumName3057",557,"2014-05-09"
3058,"albumName3058",2131,"2062-02-14"
3059,"albumName3059",80,"2011-11-16"
3060,"albumName3060",1539,"2021-12-03"
3061,"albumName3061",4288,"2021-04-28"
3062,"albumName3062",2826,"2011-08-10"
3063,"albumName3063",3188,"1997-03-01"
3064,"albumName3064",4359,"1991-08-13"
3065,"albumName3065",328,"2002-12-21"
3066,"albumName3066",2121,"2060-03-21"
3067,"albumName3067",4572,"2055-08-25"
3068,"albumName3068",3069,"1978-11-19"
3069,"albumName3069",4885,"1973-08-15"
3070,"albumName3070",3316,"2065-08-08"
3071,"albumName3071",4627,"1978-01-04"
3072,"albumName3072",1145,"1980-07-16"
3073,"albumName3073",1591,"1992-11-01"
3074,"albumName3074",1573,"2024-05-27"
3075,"albumName3075",3196,"2025-05-19"
3076,"albumName3076",3397,"2058-08-12"
3077,"albumName3077",2070,"2056-01-04"
3078,"albumName3078",1071,"1985-02-26"
3079,"albumName3079",17,"2056-04-07"
3080,"albumName3080",2653,"2060-03-16"
3081,"albumName3081",4862,"1998-11-09"
3082,"albumName3082",743,"1991-02-03"
3083,"albumName3083",3397,"2002-10-08"
3084,"albumName3084",4045,"2011-05-11"
3085,"albumName3085",2257,"2007-07-27"
3086,"albumName3086",535,"2021-12-01"
3087,"albumName3087",2417,"1999-09-27"
3088,"albumName3088",4795,"2059-12-20"
3089,"albumName3089",125,"2057-11-15"
3090,"albumName3090",2066,"2053-05-07"
3091,"albumName3091",4601,"2054-08-20"
3092,"albumName3092",2528,"2018-07-25"
3093,"albumName3093",4638,"2010-03-14"
3094,"albumName3094",1054,"2060-03-06"
3095,"albumName3095",4266,"1985-11-28"
3096,"albumName3096",3287,"2057-02-03"
3097,"albumName3097",4140,"2007-03-20"
3098,"albumName3098",3186,"1989-02-18"
3099,"albumName3099",4158,"2022-05-10"
3100,"albumName3100",640,"2052-06-07"
3101,"albumName3101",2106,"2016-11-10"
3102,"albumName3102",36,"2011-03-12"
3103,"albumName3103",1387,"1986-07-25"
3104,"albumName3104",1144,"2016-08-27"
3105,"albumName3105",403,"1972-04-05"
3106,"albumName3106",2344,"2018-08-11"
3107,"albumName3107",3434,"1986-01-14"
3108,"albumName3108",784,"2019-11-03"
3109,"albumName3109",1267,"2051-07-12"
3110,"albumName3110",497,"1991-06-19"
3111,"albumName3111",1705,"1990-08-28"
3112,"albumName3112",1550,"2023-02-12"
3113,"albumName3113",1836,"1997-03-16"
3114,"albumName3114",3907,"1975-07-12"
3115,"albumName3115",1463,"1976-02-09"
3116,"albumName3116",4236,"1996-07-11"
3117,"albumName3117",3200,"2013-03-15"
3118,"albumName3118",3274,"2023-04-13"
3119,"albumName3119",651,"1989-01-01"
3120,"albumName3120",1779,"2008-11-19"
3121,"albumName3121",2213,"1988-10-05"
3122,"albumName3122",1785,"2052-07-07"
3123,"albumName3123",3852,"2000-01-17"
3124,"albumName3124",4553,"1982-03-09"
3125,"albumName3125",3407,"1993-06-23"
3126,"albumName3126",2995,"1999-09-19"
3127,"albumName3127",1766,"2065-11-03"
3128,"albumName3128",2127,"2060-04-09"
3129,"albumName3129",1520,"1975-05-13"
3130,"albumName3130",1483,"2057-11-17"
3131,"albumName3131",1619,"2024-08-23"
3132,"albumName3132",1011,"2061-02-19"
3133,"albumName3133",1528,"1994-09-26"
3134,"albumName3134",2535,"2057-09-10"
3135,"albumName3135",4716,"1994-04-24"
3136,"albumName3136",2970,"1976-06-26"
3137,"albumName3137",1719,"2069-06-13"
3138,"albumName3138",1582,"1989-08-04"
3139,"albumName3139",3114,"2016-06-28"
3140,"albumName3140",443,"1972-09-18"
3141,"albumName3141",2285,"2023-07-10"
3142,"albumName3142",3083,"2013-11-13"
3143,"albumName3143",1073,"2006-03-01"
3144,"albumName3144",4358,"2005-12-25"
3145,"albumName3145",2149,"2056-08-04"
3146,"albumName3146",1567,"1985-07-01"
3147,"albumName3147",2700,"2012-12-11"
3148,"albumName3148",3660,"2010-12-05"
3149,"albumName3149",375,"1972-06-09"
3150,"albumName3150",3550,"1984-03-26"
3151,"albumName3151",366,"1975-08-18"
3152,"albumName3152",4403,"2020-04-22"
3153,"albumName3153",4315,"1971-12-12"
3154,"albumName3154",4239,"1971-01-06"
3155,"albumName3155",2422,"1985-06-18"
3156,"albumName3156",3381,"2060-05-20"
3157,"albumName3157",2610,"1996-08-24"
3158,"albumName3158",2707,"2061-04-16"
3159,"albumName3159",2994,"2016-09-11"
3160,"albumName3160",1554,"1984-12-17"
3161,"albumName3161",1297,"1974-01-05"
3162,"albumName3162",3530,"1974-06-26"
3163,"albumName3163",3876,"1972-01-15"
3164,"albumName3164",3541,"1970-10-12"
3165,"albumName3165",890,"2006-10-02"
3166,"albumName3166",4270,"1997-12-06"
3167,"albumName3167",2267,"1986-09-05"
3168,"albumName3168",1388,"2018-12-17"
3169,"albumName3169",4839,"2014-11-03"
3170,"albumName3170",2896,"2021-12-16"
3171,"albumName3171",3412,"1983-09-14"
3172,"albumName3172",271,"2065-12-05"
3173,"albumName3173",1707,"2024-08-10"
3174,"albumName3174",3067,"1976-08-11"
3175,"albumName3175",2096,"2009-02-11"
3176,"albumName3176",2669,"2007-02-02"
3177,"albumName3177",67,"1978-09-08"
3178,"albumName3178",1271,"1971-04-25"
3179,"albumName3179",2133,"2014-09-28"
3180,"albumName3180",1732,"1972-10-18"
3181,"albumName3181",1008,"2061-04-02"
3182,"albumName3182",2394,"2002-06-15"
3183,"albumName3183",1711,"2020-10-23"
3184,"albumName3184",2527,"2063-07-22"
3185,"albumName3185",1661,"2060-03-10"
3186,"albumName3186",2288,"2001-06-12"
3187,"albumName3187",4352,"1970-06-07"
3188,"albumName3188",1421,"2004-10-10"
3189,"albumName3189",2909,"2019-07-12"
3190,"albumName3190",3699,"2005-10-24"
3191,"albumName3191",4883,"1986-09-16"
3192,"albumName3192",3319,"2010-01-03"
3193,"albumName3193",3979,"2057-01-14"
3194,"albumName3194",3183,"2054-10-01"
3195,"albumName3195",4037,"2060-10-07"
3196,"albumName3196",2315,"2007-10-03"
3197,"albumName3197",2818,"2006-09-06"
3198,"albumName3198",4009,"1999-06-25"
3199,"albumName3199",3946,"2000-08-12"
3200,"albumName3200",328,"2068-12-13"
3201,"albumName3201",2156,"2021-08-25"
3202,"albumName3202",3503,"1985-01-05"
3203,"albumName3203",3782,"2018-05-16"
3204,"albumName3204",646,"1971-09-01"
3205,"albumName3205",1282,"2067-10-06"
3206,"albumName3206",2015,"1989-01-04"
3207,"albumName3207",2274,"2025-03-27"
3208,"albumName3208",4669,"1978-03-18"
3209,"albumName3209",410,"1987-12-25"
3210,"albumName3210",2648,"1977-08-14"
3211,"albumName3211",3232,"2010-02-20"
3212,"albumName3212",4827,"2005-07-08"
3213,"albumName3213",1118,"2068-01-23"
3214,"albumName3214",1782,"2025-02-20"
3215,"albumName3215",4493,"2012-03-10"
3216,"albumName3216",1386,"2007-11-09"
3217,"albumName3217",3197,"2053-11-23"
3218,"albumName3218",3184,"2002-08-06"
3219,"albumName3219",2744,"2019-09-13"
3220,"albumName3220",3452,"2051-02-19"
3221,"albumName3221",2552,"1987-06-19"
3222,"albumName3222",3138,"1983-04-24"
3223,"albumName3223",4388,"2059-12-21"
3224,"albumName3224",2595,"2000-03-11"
3225,"albumName3225",1630,"1988-10-25"
3226,"albumName3226",2105,"2057-03-16"
3227,"albumName3227",236,"2060-08-16"
3228,"albumName3228",272,"1977-09-06"
3229,"albumName3229",4653,"1981-09-19"
3230,"albumName3230",2353,"2014-03-11"
3231,"albumName3231",588,"2058-05-11"
3232,"albumName3232",4652,"2022-02-26"
3233,"albumName3233",309,"2020-03-26"
3234,"albumName3234",1541,"2064-11-27"
3235,"albumName3235",2122,"2063-05-22"
3236,"albumName3236",1837,"1992-05-15"
3237,"albumName3237",4670,"2012-04-20"
3238,"albumName3238",4006,"2000-03-26"
3239,"albumName3239",3464,"1994-11-07"
3240,"albumName3240",4260,"2015-01-17"
3241,"albumName3241",3961,"2023-08-04"
3242,"albumName3242",437,"1992-08-27"
3243,"albumName3243",1967,"1995-08-16"
3244,"albumName3244",4900,"1985-06-13"
3245,"albumName3245",201,"2054-01-27"
3246,"albumName3246",2863,"2020-04-09"
3247,"albumName3247",4011,"1985-01-23"
3248,"albumName3248",566,"1985-03-02"
3249,"albumName3249",4637,"1996-03-07"
3250,"albumName3250",4855,"1999-11-22"
3251,"albumName3251",1047,"2002-05-25"
3252,"albumName3252",699,"1983-07-23"
3253,"albumName3253",2187,"1986-03-15"
3254,"albumName3254",2912,"1996-06-28"
3255,"albumName3255",3106,"2059-02-05"
3256,"albumName3256",638,"2053-07-28"
3257,"albumName3257",701,"2068-05-03"
3258,"albumName3258",4481,"1996-07-21"
3259,"albumName3259",3922,"2068-02-26"
3260,"albumName3260",1487,"2015-12-04"
3261,"albumName3261",4204,"2004-03-28"
3262,"albumName3262",708,"2063-06-09"
3263,"albumName3263",2536,"1989-10-02"
3264,"albumName3264",2949,"1992-12-14"
3265,"albumName3265",3584,"2017-03-16"
3266,"albumName3266",881,"1993-03-02"
3267,"albumName3267",3033,"2056-05-27"
3268,"albumName3268",620,"1971-05-26"
3269,"albumName3269",1003,"2062-02-17"
3270,"albumName3270",1974,"1979-10-19"
3271,"albumName3271",4485,"1974-12-13"
3272,"albumName3272",2010,"2014-09-08"
3273,"albumName3273",3557,"1976-03-27"
3274,"albumName3274",2271,"2056-10-17"
3275,"albumName3275",4612,"1981-08-14"
3276,"albumName3276",1453,"1999-09-22"
3277,"albumName3277",4869,"2017-03-20"
3278,"albumName3278",4629,"2011-01-10"
3279,"albumName3279",1119,"2000-08-09"
3280,"albumName3280",1408,"1996-11-14"
3281,"albumName3281",2006,"2058-09-03"
3282,"albumName3282",1743,"2059-02-21"
3283,"albumName3283",3284,"1992-08-06"
3284,"albumName3284",1768,"2068-07-11"
3285,"albumName3285",1027,"1995-03-08"
3286,"albumName3286",2385,"1994-11-28"
3287,"albumName3287",3319,"2002-07-15"
3288,"albumName3288",2266,"2069-04-07"
3289,"albumName3289",1257,"1995-02-02"
3290,"albumName3290",2197,"2007-01-04"
3291,"albumName3291",2372,"1993-06-05"
3292,"albumName3292",1024,"2052-04-23"
3293,"albumName3293",2149,"2004-09-01"
3294,"albumName3294",2730,"2018-02-01"
3295,"albumName3295",3840,"1985-07-28"
3296,"albumName3296",3375,"1985-02-23"
3297,"albumName3297",3633,"2053-12-28"
3298,"albumName3298",2221,"2063-09-24"
3299,"albumName3299",1559,"2055-02-02"
3300,"albumName3300",1145,"1984-05-02"
3301,"albumName3301",4727,"1995-06-05"
3302,"albumName3302",4855,"2013-03-12"
3303,"albumName3303",359,"2020-12-17"
3304,"albumName3304",3802,"2021-07-11"
3305,"albumName3305",942,"2067-11-07"
3306,"albumName3306",3937,"1989-07-12"
3307,"albumName3307",4462,"2057-09-16"
3308,"albumName3308",3510,"1986-02-14"
3309,"albumName3309",3767,"2063-01-06"
3310,"albumName3310",3653,"2068-03-15"
3311,"albumName3311",934,"2056-10-16"
3312,"albumName3312",4530,"2006-07-05"
3313,"albumName3313",3967,"1971-05-02"
3314,"albumName3314",4750,"2013-08-28"
3315,"albumName3315",512,"2051-12-04"
3316,"albumName3316",4691,"2023-10-12"
3317,"albumName3317",2796,"2015-10-02"
3318,"albumName3318",1083,"1984-09-05"
3319,"albumName3319",4252,"2065-04-09"
3320,"albumName3320",903,"2058-03-05"
3321,"albumName3321",2044,"2018-05-04"
3322,"albumName3322",1648,"2009-07-08"
3323,"albumName3323",1574,"2019-03-12"
3324,"albumName3324",4097,"2011-12-25"
3325,"albumName3325",863,"1983-01-10"
3326,"albumName3326",2999,"2006-05-15"
3327,"albumName3327",4750,"2016-05-22"
3328,"albumName3328",1170,"1977-04-06"
3329,"albumName3329",3442,"1990-02-04"
3330,"albumName3330",59,"1996-11-15"
3331,"albumName3331",4187,"2065-05-26"
3332,"albumName3332",4580,"2007-02-11"
3333,"albumName3333",3439,"2054-10-14"
3334,"albumName3334",1584,"2015-12-12"
3335,"albumName3335",3288,"1992-11-11"
3336,"albumName3336",3308,"1983-11-22"
3337,"albumName3337",2568,"1978-09-22"
3338,"albumName3338",3693,"2063-05-17"
3339,"albumName3339",4277,"1971-07-17"
3340,"albumName3340",3690,"2012-02-05"
3341,"albumName3341",3217,"2058-06-18"
3342,"albumName3342",4313,"1971-05-12"
3343,"albumName3343",222,"1983-12-20"
3344,"albumName3344",4780,"2065-06-04"
3345,"albumName3345",1602,"2012-11-22"
3346,"albumName3346",4700,"2008-12-13"
3347,"albumName3347",2697,"1974-05-17"
3348,"albumName3348",2381,"2015-07-10"
3349,"albumName3349",1365,"2061-05-20"
3350,"albumName3350",4299,"1980-03-02"
3351,"albumName3351",1216,"1974-01-17"
3352,"albumName3352",4292,"1986-03-22"
3353,"albumName3353",2511,"2006-04-27"
3354,"albumName3354",4553,"2052-01-01"
3355,"albumName3355",3432,"2013-07-06"
3356,"albumName3356",377,"1995-03-15"
3357,"albumName3357",2610,"2025-11-17"
3358,"albumName3358",308,"2052-06-10"
3359,"albumName3359",2269,"1977-01-28"
3360,"albumName3360",2965,"1997-01-13"
3361,"albumName3361",3216,"1971-09-08"
3362,"albumName3362",3249,"2005-02-06"
3363,"albumName3363",2277,"1973-08-18"
3364,"albumName3364",2286,"2057-09-27"
3365,"albumName3365",1925,"1984-07-24"
3366,"albumName3366",248,"2025-09-22"
3367,"albumName3367",370,"2016-03-02"
3368,"albumName3368",1850,"1974-05-12"
3369,"albumName3369",2461,"1972-11-15"
3370,"albumName3370",690,"1978-07-11"
3371,"albumName3371",2944,"2057-12-26"
3372,"albumName3372",2893,"1982-02-05"
3373,"albumName3373",1955,"1999-08-06"
3374,"albumName3374",3882,"2001-12-02"
3375,"albumName3375",4427,"1989-06-02"
3376,"albumName3376",2772,"2059-03-22"
3377,"albumName3377",2042,"1993-02-18"
3378,"albumName3378",3322,"1974-03-21"
3379,"albumName3379",3551,"2004-01-22"
3380,"albumName3380",753,"1999-05-25"
3381,"albumName3381",3328,"2067-11-16"
3382,"albumName3382",4519,"1993-09-12"
3383,"albumName3383",3040,"1991-05-03"
3384,"albumName3384",1722,"1977-01-25"
3385,"albumName3385",516,"1977-01-21"
3386,"albumName3386",1329,"1982-12-18"
3387,"albumName3387",4437,"1996-11-19"
3388,"albumName3388",1533,"1986-01-24"
3389,"albumName3389",4017,"2004-03-03"
3390,"albumName3390",3927,"2019-02-25"
3391,"albumName3391",3671,"2001-03-01"
3392,"albumName3392",198,"1973-07-06"
3393,"albumName3393",4831,"2054-12-17"
3394,"albumName3394",2060,"1977-05-04"
3395,"albumName3395",488,"1972-03-06"
3396,"albumName3396",2240,"1993-05-01"
3397,"albumName3397",822,"1978-11-15"
3398,"albumName3398",2939,"1973-12-25"
3399,"albumName3399",1921,"1991-07-27"
3400,"albumName3400",1895,"2023-01-23"
3401,"albumName3401",527,"1974-05-13"
3402,"albumName3402",4059,"2060-05-22"
3403,"albumName3403",2039,"1990-08-26"
3404,"albumName3404",2929,"2011-01-27"
3405,"albumName3405",1337,"2054-03-07"
3406,"albumName3406",4138,"1999-10-10"
3407,"albumName3407",1060,"1979-11-11"
3408,"albumName3408",1825,"1986-11-14"
3409,"albumName3409",1413,"2004-09-09"
3410,"albumName3410",3686,"1977-04-01"
3411,"albumName3411",436,"1997-01-19"
3412,"albumName3412",236,"2021-04-17"
3413,"albumName3413",4282,"1998-10-05"
3414,"albumName3414",1275,"1981-12-09"
3415,"albumName3415",198,"2058-09-25"
3416,"albumName3416",2565,"1988-04-06"
3417,"albumName3417",4505,"2059-09-22"
3418,"albumName3418",4302,"2023-01-20"
3419,"albumName3419",974,"2052-01-01"
3420,"albumName3420",3603,"2003-10-28"
3421,"albumName3421",1607,"2067-06-25"
3422,"albumName3422",4608,"1987-03-12"
3423,"albumName3423",2662,"2069-11-03"
3424,"albumName3424",1986,"1993-12-07"
3425,"albumName3425",2909,"1982-07-08"
3426,"albumName3426",2360,"1980-10-20"
3427,"albumName3427",1733,"1973-11-20"
3428,"albumName3428",1559,"2003-08-12"
3429,"albumName3429",3961,"2013-03-17"
3430,"albumName3430",3446,"2051-10-04"
3431,"albumName3431",2267,"2066-03-20"
3432,"albumName3432",3814,"2051-07-11"
3433,"albumName3433",3835,"1989-10-28"
3434,"albumName3434",891,"1975-03-20"
3435,"albumName3435",1438,"2052-02-15"
3436,"albumName3436",1333,"1982-09-04"
3437,"albumName3437",2368,"1978-04-07"
3438,"albumName3438",1274,"1999-12-18"
3439,"albumName3439",376,"2006-08-19"
3440,"albumName3440",1447,"2012-10-09"
3441,"albumName3441",1598,"2019-08-09"
3442,"albumName3442",1988,"2017-03-15"
3443,"albumName3443",2487,"2002-12-25"
3444,"albumName3444",1388,"2069-05-19"
3445,"albumName3445",1782,"2003-10-08"
3446,"albumName3446",485,"2053-02-04"
3447,"albumName3447",3177,"2067-02-16"
3448,"albumName3448",1380,"2010-06-17"
3449,"albumName3449",2299,"2068-01-01"
3450,"albumName3450",2047,"2066-09-05"
3451,"albumName3451",2403,"2051-03-10"
3452,"albumName3452",2201,"2023-04-11"
3453,"albumName3453",3353,"2058-12-15"
3454,"albumName3454",564,"1972-01-24"
3455,"albumName3455",3345,"2022-09-03"
3456,"albumName3456",467,"1974-08-19"
3457,"albumName3457",1361,"2065-03-08"
3458,"albumName3458",438,"2012-05-16"
3459,"albumName3459",3175,"2052-09-16"
3460,"albumName3460",4257,"1982-06-10"
3461,"albumName3461",4512,"2056-09-25"
3462,"albumName3462",3053,"2060-10-09"
3463,"albumName3463",2500,"2069-07-16"
3464,"albumName3464",3185,"2008-07-10"
3465,"albumName3465",3288,"2058-11-14"
3466,"albumName3466",2424,"1999-12-01"
3467,"albumName3467",235,"2025-03-23"
3468,"albumName3468",1264,"1987-03-09"
3469,"albumName3469",602,"1971-10-10"
3470,"albumName3470",1923,"2003-01-03"
3471,"albumName3471",23,"1972-12-03"
3472,"albumName3472",557,"2023-03-17"
3473,"albumName3473",893,"1989-05-22"
