"a_artistid","a_artistname","a_country","a_genre","a_userid"
1795,"artistName1795","MEXICO","Country",3650
1796,"artistName1796","MEXICO","Classical",3651
1797,"artistName1797","USA","Classical",3653
1798,"artistName1798","AUSTRALIA","Classical",3655
1799,"artistName1799","CANADA","Pop",3656
1800,"artistName1800","CHINA","Rock",3659
1801,"artistName1801","CHINA","Metal",3660
1802,"artistName1802","USA","Reggae",3663
1803,"artistName1803","RUSSIA","Blues",3667
1804,"artistName1804","CHINA","Country",3669
1805,"artistName1805","CHINA","Metal",3671
1806,"artistName1806","RUSSIA","Country",3673
1807,"artistName1807","RUSSIA","Blues",3674
1808,"artistName1808","AUSTRALIA","Blues",3676
1809,"artistName1809","RUSSIA","Reggae",3677
1810,"artistName1810","CANADA","Country",3682
1811,"artistName1811","GERMANY","Reggae",3685
1812,"artistName1812","AUSTRALIA","Jazz",3686
1813,"artistName1813","CANADA","Hip Hop",3689
1814,"artistName1814","USA","Classical",3690
1815,"artistName1815","USA","Pop",3691
1816,"artistName1816","RUSSIA","Country",3692
1817,"artistName1817","CHINA","Hip Hop",3694
1818,"artistName1818","USA","Hip Hop",3695
1819,"artistName1819","USA","Blues",3696
1820,"artistName1820","MEXICO","Reggae",3697
1821,"artistName1821","USA","Country",3698
1822,"artistName1822","CHINA","Jazz",3700
1823,"artistName1823","MEXICO","Hip Hop",3702
1824,"artistName1824","CANADA","Classical",3703
1825,"artistName1825","CHINA","Metal",3704
1826,"artistName1826","CHINA","Hip Hop",3707
1827,"artistName1827","CANADA","Blues",3708
1828,"artistName1828","RUSSIA","Rock",3709
1829,"artistName1829","RUSSIA","Reggae",3710
1830,"artistName1830","MEXICO","Blues",3714
1831,"artistName1831","CANADA","Electronic",3715
1832,"artistName1832","AUSTRALIA","Hip Hop",3716
1833,"artistName1833","AUSTRALIA","Pop",3718
1834,"artistName1834","USA","Jazz",3719
1835,"artistName1835","CHINA","Rock",3720
1836,"artistName1836","GERMANY","Electronic",3721
1837,"artistName1837","CANADA","Country",3725
1838,"artistName1838","USA","Reggae",3727
1839,"artistName1839","CHINA","Pop",3730
1840,"artistName1840","GERMANY","Metal",3731
1841,"artistName1841","USA","Country",3733
1842,"artistName1842","RUSSIA","Rock",3735
1843,"artistName1843","USA","Pop",3737
1844,"artistName1844","CANADA","Hip Hop",3738
1845,"artistName1845","AUSTRALIA","Country",3740
1846,"artistName1846","AUSTRALIA","Classical",3745
1847,"artistName1847","AUSTRALIA","Hip Hop",3747
1848,"artistName1848","RUSSIA","Pop",3748
1849,"artistName1849","CHINA","Hip Hop",3749
1850,"artistName1850","CANADA","Classical",3750
1851,"artistName1851","CHINA","Rock",3752
1852,"artistName1852","GERMANY","Blues",3754
1853,"artistName1853","USA","Electronic",3755
1854,"artistName1854","GERMANY","Metal",3757
1855,"artistName1855","CHINA","Pop",3758
1856,"artistName1856","AUSTRALIA","Metal",3759
1857,"artistName1857","USA","Blues",3760
1858,"artistName1858","RUSSIA","Classical",3764
1859,"artistName1859","USA","Metal",3765
1860,"artistName1860","CANADA","Rock",3774
1861,"artistName1861","AUSTRALIA","Hip Hop",3776
1862,"artistName1862","AUSTRALIA","Hip Hop",3777
1863,"artistName1863","CANADA","Jazz",3779
1864,"artistName1864","USA","Classical",3780
1865,"artistName1865","MEXICO","Pop",3782
1866,"artistName1866","GERMANY","Jazz",3783
1867,"artistName1867","GERMANY","Country",3787
1868,"artistName1868","MEXICO","Hip Hop",3788
1869,"artistName1869","CANADA","Reggae",3792
1870,"artistName1870","AUSTRALIA","Reggae",3793
1871,"artistName1871","AUSTRALIA","Hip Hop",3794
1872,"artistName1872","GERMANY","Rock",3795
1873,"artistName1873","AUSTRALIA","Pop",3796
1874,"artistName1874","CANADA","Rock",3797
1875,"artistName1875","GERMANY","Electronic",3798
1876,"artistName1876","USA","Country",3801
1877,"artistName1877","GERMANY","Jazz",3804
1878,"artistName1878","CANADA","Hip Hop",3805
1879,"artistName1879","RUSSIA","Metal",3807
1880,"artistName1880","CANADA","Country",3808
1881,"artistName1881","USA","Metal",3809
1882,"artistName1882","USA","Pop",3811
1883,"artistName1883","USA","Pop",3812
1884,"artistName1884","AUSTRALIA","Blues",3813
1885,"artistName1885","RUSSIA","Country",3814
1886,"artistName1886","GERMANY","Pop",3815
1887,"artistName1887","AUSTRALIA","Blues",3816
1888,"artistName1888","GERMANY","Classical",3820
1889,"artistName1889","MEXICO","Reggae",3821
1890,"artistName1890","RUSSIA","Rock",3828
1891,"artistName1891","MEXICO","Country",3829
1892,"artistName1892","RUSSIA","Hip Hop",3830
1893,"artistName1893","GERMANY","Metal",3831
1894,"artistName1894","AUSTRALIA","Country",3834
1895,"artistName1895","USA","Reggae",3835
1896,"artistName1896","MEXICO","Electronic",3836
1897,"artistName1897","RUSSIA","Electronic",3839
1898,"artistName1898","GERMANY","Hip Hop",3843
1899,"artistName1899","MEXICO","Rock",3844
1900,"artistName1900","RUSSIA","Country",3849
1901,"artistName1901","MEXICO","Electronic",3851
1902,"artistName1902","CHINA","Pop",3855
1903,"artistName1903","GERMANY","Hip Hop",3858
1904,"artistName1904","MEXICO","Electronic",3859
1905,"artistName1905","GERMANY","Jazz",3866
1906,"artistName1906","CANADA","Jazz",3867
1907,"artistName1907","MEXICO","Hip Hop",3868
1908,"artistName1908","CHINA","Hip Hop",3870
1909,"artistName1909","MEXICO","Jazz",3871
1910,"artistName1910","GERMANY","Classical",3872
1911,"artistName1911","USA","Rock",3875
1912,"artistName1912","GERMANY","Metal",3876
1913,"artistName1913","CANADA","Metal",3877
1914,"artistName1914","GERMANY","Classical",3878
1915,"artistName1915","CHINA","Jazz",3879
1916,"artistName1916","RUSSIA","Metal",3880
1917,"artistName1917","CANADA","Country",3882
1918,"artistName1918","USA","Country",3883
1919,"artistName1919","CHINA","Metal",3885
1920,"artistName1920","CHINA","Pop",3888
1921,"artistName1921","USA","Rock",3889
1922,"artistName1922","MEXICO","Classical",3891
1923,"artistName1923","MEXICO","Country",3893
1924,"artistName1924","AUSTRALIA","Rock",3894
1925,"artistName1925","AUSTRALIA","Jazz",3895
1926,"artistName1926","CHINA","Electronic",3896
1927,"artistName1927","USA","Metal",3897
1928,"artistName1928","AUSTRALIA","Classical",3899
1929,"artistName1929","USA","Jazz",3901
1930,"artistName1930","CHINA","Hip Hop",3903
1931,"artistName1931","RUSSIA","Hip Hop",3904
1932,"artistName1932","AUSTRALIA","Blues",3905
1933,"artistName1933","CHINA","Rock",3906
1934,"artistName1934","CANADA","Blues",3912
1935,"artistName1935","USA","Country",3914
1936,"artistName1936","USA","Country",3917
1937,"artistName1937","RUSSIA","Electronic",3920
1938,"artistName1938","USA","Classical",3921
1939,"artistName1939","AUSTRALIA","Classical",3923
1940,"artistName1940","RUSSIA","Metal",3924
1941,"artistName1941","CANADA","Rock",3925
1942,"artistName1942","CHINA","Reggae",3928
1943,"artistName1943","RUSSIA","Jazz",3930
1944,"artistName1944","USA","Hip Hop",3931
1945,"artistName1945","USA","Metal",3932
1946,"artistName1946","CANADA","Metal",3933
1947,"artistName1947","GERMANY","Blues",3934
1948,"artistName1948","AUSTRALIA","Classical",3935
1949,"artistName1949","CANADA","Country",3936
1950,"artistName1950","CANADA","Country",3937
1951,"artistName1951","MEXICO","Rock",3938
1952,"artistName1952","AUSTRALIA","Metal",3940
1953,"artistName1953","CANADA","Electronic",3941
1954,"artistName1954","GERMANY","Electronic",3945
1955,"artistName1955","AUSTRALIA","Electronic",3946
1956,"artistName1956","CANADA","Blues",3947
1957,"artistName1957","AUSTRALIA","Classical",3955
1958,"artistName1958","USA","Metal",3957
1959,"artistName1959","USA","Country",3959
1960,"artistName1960","USA","Classical",3960
1961,"artistName1961","AUSTRALIA","Electronic",3962
1962,"artistName1962","CHINA","Hip Hop",3963
1963,"artistName1963","AUSTRALIA","Jazz",3966
1964,"artistName1964","RUSSIA","Reggae",3968
1965,"artistName1965","RUSSIA","Hip Hop",3970
1966,"artistName1966","AUSTRALIA","Metal",3971
1967,"artistName1967","RUSSIA","Classical",3972
1968,"artistName1968","CANADA","Metal",3975
1969,"artistName1969","USA","Country",3978
1970,"artistName1970","USA","Hip Hop",3979
1971,"artistName1971","GERMANY","Reggae",3982
1972,"artistName1972","CHINA","Rock",3984
1973,"artistName1973","AUSTRALIA","Jazz",3990
1974,"artistName1974","AUSTRALIA","Pop",3992
1975,"artistName1975","RUSSIA","Reggae",3994
1976,"artistName1976","GERMANY","Blues",3998
1977,"artistName1977","AUSTRALIA","Classical",4001
1978,"artistName1978","MEXICO","Metal",4002
1979,"artistName1979","GERMANY","Classical",4004
1980,"artistName1980","CHINA","Jazz",4005
1981,"artistName1981","GERMANY","Blues",4011
1982,"artistName1982","MEXICO","Country",4012
1983,"artistName1983","CANADA","Rock",4015
1984,"artistName1984","GERMANY","Country",4018
1985,"artistName1985","CHINA","Country",4019
1986,"artistName1986","GERMANY","Reggae",4020
1987,"artistName1987","RUSSIA","Country",4022
1988,"artistName1988","RUSSIA","Blues",4024
1989,"artistName1989","GERMANY","Reggae",4026
1990,"artistName1990","AUSTRALIA","Classical",4028
1991,"artistName1991","CHINA","Rock",4029
1992,"artistName1992","MEXICO","Rock",4031
1993,"artistName1993","GERMANY","Metal",4032
1994,"artistName1994","CANADA","Hip Hop",4038
1995,"artistName1995","CANADA","Blues",4044
1996,"artistName1996","CHINA","Metal",4047
1997,"artistName1997","MEXICO","Classical",4049
1998,"artistName1998","CHINA","Reggae",4050
1999,"artistName1999","RUSSIA","Classical",4052
2000,"artistName2000","RUSSIA","Hip Hop",4053
2001,"artistName2001","GERMANY","Pop",4055
2002,"artistName2002","GERMANY","Classical",4060
2003,"artistName2003","RUSSIA","Metal",4061
2004,"artistName2004","RUSSIA","Blues",4063
2005,"artistName2005","GERMANY","Electronic",4064
2006,"artistName2006","MEXICO","Metal",4065
2007,"artistName2007","CHINA","Metal",4066
2008,"artistName2008","CHINA","Blues",4072
2009,"artistName2009","MEXICO","Classical",4075
2010,"artistName2010","MEXICO","Blues",4076
2011,"artistName2011","MEXICO","Blues",4078
2012,"artistName2012","USA","Jazz",4079
2013,"artistName2013","RUSSIA","Electronic",4083
2014,"artistName2014","AUSTRALIA","Jazz",4084
2015,"artistName2015","MEXICO","Pop",4090
2016,"artistName2016","AUSTRALIA","Country",4091
2017,"artistName2017","CANADA","Hip Hop",4092
2018,"artistName2018","CHINA","Jazz",4098
2019,"artistName2019","RUSSIA","Rock",4099
2020,"artistName2020","USA","Electronic",4101
2021,"artistName2021","USA","Reggae",4102
2022,"artistName2022","USA","Classical",4103
2023,"artistName2023","USA","Blues",4104
2024,"artistName2024","CANADA","Reggae",4105
2025,"artistName2025","USA","Metal",4106
2026,"artistName2026","CHINA","Classical",4107
2027,"artistName2027","USA","Hip Hop",4109
2028,"artistName2028","CHINA","Rock",4110
2029,"artistName2029","AUSTRALIA","Rock",4111
2030,"artistName2030","CHINA","Rock",4112
2031,"artistName2031","RUSSIA","Reggae",4113
2032,"artistName2032","AUSTRALIA","Electronic",4114
2033,"artistName2033","GERMANY","Hip Hop",4115
2034,"artistName2034","CHINA","Pop",4117
2035,"artistName2035","CHINA","Rock",4120
2036,"artistName2036","CHINA","Blues",4123
2037,"artistName2037","CHINA","Hip Hop",4124
2038,"artistName2038","CHINA","Rock",4125
2039,"artistName2039","CHINA","Electronic",4126
2040,"artistName2040","GERMANY","Jazz",4127
2041,"artistName2041","GERMANY","Country",4131
2042,"artistName2042","CHINA","Hip Hop",4138
2043,"artistName2043","GERMANY","Classical",4139
2044,"artistName2044","MEXICO","Pop",4142
2045,"artistName2045","AUSTRALIA","Blues",4145
2046,"artistName2046","MEXICO","Rock",4146
2047,"artistName2047","CANADA","Electronic",4149
2048,"artistName2048","AUSTRALIA","Hip Hop",4150
2049,"artistName2049","CANADA","Hip Hop",4151
2050,"artistName2050","RUSSIA","Country",4153
2051,"artistName2051","USA","Jazz",4154
2052,"artistName2052","CHINA","Jazz",4156
2053,"artistName2053","RUSSIA","Hip Hop",4159
2054,"artistName2054","RUSSIA","Blues",4160
2055,"artistName2055","CHINA","Metal",4164
2056,"artistName2056","MEXICO","Electronic",4166
2057,"artistName2057","CHINA","Jazz",4167
2058,"artistName2058","MEXICO","Metal",4169
2059,"artistName2059","MEXICO","Reggae",4173
2060,"artistName2060","GERMANY","Rock",4175
2061,"artistName2061","AUSTRALIA","Hip Hop",4176
2062,"artistName2062","MEXICO","Pop",4177
2063,"artistName2063","CANADA","Jazz",4178
2064,"artistName2064","MEXICO","Rock",4180
2065,"artistName2065","USA","Country",4182
2066,"artistName2066","GERMANY","Rock",4183
2067,"artistName2067","USA","Hip Hop",4185
2068,"artistName2068","AUSTRALIA","Classical",4188
2069,"artistName2069","GERMANY","Electronic",4190
2070,"artistName2070","GERMANY","Rock",4192
2071,"artistName2071","RUSSIA","Classical",4195
2072,"artistName2072","CHINA","Reggae",4196
2073,"artistName2073","USA","Rock",4197
2074,"artistName2074","RUSSIA","Rock",4198
2075,"artistName2075","GERMANY","Hip Hop",4199
2076,"artistName2076","CANADA","Blues",4200
2077,"artistName2077","CHINA","Rock",4205
2078,"artistName2078","MEXICO","Rock",4208
2079,"artistName2079","CHINA","Electronic",4212
2080,"artistName2080","MEXICO","Jazz",4213
2081,"artistName2081","CANADA","Metal",4216
2082,"artistName2082","CHINA","Jazz",4217
2083,"artistName2083","GERMANY","Reggae",4220
2084,"artistName2084","USA","Classical",4222
2085,"artistName2085","AUSTRALIA","Rock",4223
2086,"artistName2086","MEXICO","Jazz",4225
2087,"artistName2087","AUSTRALIA","Metal",4226
2088,"artistName2088","CHINA","Blues",4232
2089,"artistName2089","USA","Jazz",4238
2090,"artistName2090","USA","Jazz",4239
2091,"artistName2091","MEXICO","Country",4241
2092,"artistName2092","GERMANY","Blues",4242
2093,"artistName2093","AUSTRALIA","Electronic",4244
2094,"artistName2094","RUSSIA","Pop",4246
2095,"artistName2095","CHINA","Hip Hop",4247
2096,"artistName2096","CHINA","Jazz",4250
2097,"artistName2097","CANADA","Reggae",4254
2098,"artistName2098","AUSTRALIA","Metal",4257
2099,"artistName2099","MEXICO","Blues",4258
2100,"artistName2100","CANADA","Country",4259
2101,"artistName2101","USA","Pop",4260
2102,"artistName2102","MEXICO","Classical",4265
2103,"artistName2103","MEXICO","Reggae",4268
2104,"artistName2104","USA","Pop",4271
2105,"artistName2105","CHINA","Country",4272
2106,"artistName2106","RUSSIA","Metal",4273
2107,"artistName2107","RUSSIA","Rock",4274
2108,"artistName2108","CANADA","Jazz",4275
2109,"artistName2109","CHINA","Country",4276
2110,"artistName2110","GERMANY","Jazz",4278
2111,"artistName2111","AUSTRALIA","Reggae",4279
2112,"artistName2112","MEXICO","Rock",4282
2113,"artistName2113","MEXICO","Metal",4284
2114,"artistName2114","AUSTRALIA","Country",4285
2115,"artistName2115","USA","Country",4287
2116,"artistName2116","CHINA","Jazz",4289
2117,"artistName2117","AUSTRALIA","Classical",4290
2118,"artistName2118","AUSTRALIA","Blues",4291
2119,"artistName2119","GERMANY","Metal",4292
2120,"artistName2120","CANADA","Pop",4293
2121,"artistName2121","CANADA","Classical",4295
2122,"artistName2122","AUSTRALIA","Reggae",4296
2123,"artistName2123","GERMANY","Rock",4298
2124,"artistName2124","USA","Metal",4299
2125,"artistName2125","AUSTRALIA","Hip Hop",4301
2126,"artistName2126","AUSTRALIA","Electronic",4302
2127,"artistName2127","USA","Jazz",4304
2128,"artistName2128","USA","Reggae",4305
2129,"artistName2129","CHINA","Hip Hop",4306
2130,"artistName2130","GERMANY","Reggae",4307
2131,"artistName2131","CHINA","Country",4308
2132,"artistName2132","USA","Metal",4309
2133,"artistName2133","USA","Country",4310
2134,"artistName2134","CANADA","Reggae",4311
2135,"artistName2135","CHINA","Pop",4312
2136,"artistName2136","RUSSIA","Electronic",4313
2137,"artistName2137","AUSTRALIA","Electronic",4316
2138,"artistName2138","CHINA","Classical",4317
2139,"artistName2139","AUSTRALIA","Reggae",4318
2140,"artistName2140","CANADA","Rock",4320
2141,"artistName2141","AUSTRALIA","Pop",4321
2142,"artistName2142","USA","Country",4322
2143,"artistName2143","CHINA","Rock",4324
2144,"artistName2144","AUSTRALIA","Classical",4329
2145,"artistName2145","GERMANY","Pop",4330
2146,"artistName2146","AUSTRALIA","Jazz",4333
2147,"artistName2147","CANADA","Country",4335
2148,"artistName2148","GERMANY","Pop",4342
2149,"artistName2149","RUSSIA","Pop",4343
2150,"artistName2150","USA","Hip Hop",4344
2151,"artistName2151","USA","Electronic",4345
2152,"artistName2152","AUSTRALIA","Rock",4346
2153,"artistName2153","CANADA","Rock",4347
2154,"artistName2154","USA","Blues",4350
2155,"artistName2155","GERMANY","Electronic",4351
2156,"artistName2156","MEXICO","Classical",4352
2157,"artistName2157","GERMANY","Classical",4355
2158,"artistName2158","AUSTRALIA","Jazz",4357
2159,"artistName2159","CHINA","Hip Hop",4361
2160,"artistName2160","AUSTRALIA","Metal",4363
2161,"artistName2161","MEXICO","Blues",4364
2162,"artistName2162","USA","Classical",4365
2163,"artistName2163","AUSTRALIA","Rock",4367
2164,"artistName2164","GERMANY","Jazz",4372
2165,"artistName2165","CANADA","Electronic",4376
2166,"artistName2166","CANADA","Reggae",4378
2167,"artistName2167","CHINA","Classical",4379
2168,"artistName2168","USA","Blues",4382
2169,"artistName2169","CHINA","Blues",4383
2170,"artistName2170","CANADA","Pop",4384
2171,"artistName2171","CHINA","Classical",4385
2172,"artistName2172","MEXICO","Pop",4386
2173,"artistName2173","AUSTRALIA","Metal",4390
2174,"artistName2174","RUSSIA","Reggae",4392
2175,"artistName2175","GERMANY","Blues",4393
